# {
#     "command": "/home/pjewell/majiq/env_3.8/bin/voila modulize output/build/splicegraph.sql output/heterogen/HepG2_SRSF4KD-HepG2_NT.het.voila output/heterogen/HepG2_SRSF4KD-K562_NT.het.voila output/heterogen/K562_NT-HepG2_NT.het.voila output/heterogen/K562_SRSF4KD-HepG2_NT.het.voila output/heterogen/K562_SRSF4KD-HepG2_SRSF4KD.het.voila output/heterogen/K562_SRSF4KD-K562_NT.het.voila -d output/modulized --overwrite",
#     "het_IQR_nonchanging_threshold": 0.1,
#     "het_changing_threshold": 0.2,
#     "het_nonchanging_threshold": 0.05,
#     "het_pvalue_changing_threshold": 0.05,
#     "het_pvalue_nonchanging_threshold": 0.05,
#     "voila_version": "2.2.0"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	junction_name	junction_coord	denovo	intron	reference_exon_coord	spliced_with_coord	exons_skipped_coords	num_skipped_exons	event_non_changing	event_changing	junction_changing	HepG2_SRSF4KD_het_median_psi	HepG2_NT_het_median_psi	HepG2_SRSF4KD-HepG2_NT_het_median_dpsi	HepG2_SRSF4KD-HepG2_NT_het_infoscore	HepG2_SRSF4KD-HepG2_NT_het_tnom	HepG2_SRSF4KD-HepG2_NT_het_ttest	HepG2_SRSF4KD-HepG2_NT_het_wilcoxon	K562_NT_het_median_psi	HepG2_SRSF4KD-K562_NT_het_median_dpsi	HepG2_SRSF4KD-K562_NT_het_infoscore	HepG2_SRSF4KD-K562_NT_het_tnom	HepG2_SRSF4KD-K562_NT_het_ttest	HepG2_SRSF4KD-K562_NT_het_wilcoxon	K562_NT-HepG2_NT_het_median_dpsi	K562_NT-HepG2_NT_het_infoscore	K562_NT-HepG2_NT_het_tnom	K562_NT-HepG2_NT_het_ttest	K562_NT-HepG2_NT_het_wilcoxon	K562_SRSF4KD_het_median_psi	K562_SRSF4KD-HepG2_NT_het_median_dpsi	K562_SRSF4KD-HepG2_NT_het_infoscore	K562_SRSF4KD-HepG2_NT_het_tnom	K562_SRSF4KD-HepG2_NT_het_ttest	K562_SRSF4KD-HepG2_NT_het_wilcoxon	K562_SRSF4KD-HepG2_SRSF4KD_het_median_dpsi	K562_SRSF4KD-HepG2_SRSF4KD_het_infoscore	K562_SRSF4KD-HepG2_SRSF4KD_het_tnom	K562_SRSF4KD-HepG2_SRSF4KD_het_ttest	K562_SRSF4KD-HepG2_SRSF4KD_het_wilcoxon	K562_SRSF4KD-K562_NT_het_median_dpsi	K562_SRSF4KD-K562_NT_het_infoscore	K562_SRSF4KD-K562_NT_het_tnom	K562_SRSF4KD-K562_NT_het_ttest	K562_SRSF4KD-K562_NT_het_wilcoxon
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:t:101202333-101202452	gene:ENSG00000120963_1_MES_3	True	Proximal	101202453-101204649	False	True	101205435-101205732	101204650-101204779	101204650-101204779;101205211-101205329	2	False	False	False	0.198							0.041	0.157	0.095	0.095	0.279	0.095						0.12						-0.078	0.733	0.733	0.468	0.533	0.079	0.079	0.143	0.011	0.032
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_1	True	Distal	43648652-43729429	False	False	43729429-43729717	43648188-43648652	43650493-43650712;43656033-43656153;43657216-43657269;43665658-43665722	4	False	False	True	0.784	0.783	0.001	0.938	0.924	0.789	0.914	0.452	0.332	0.016	0.016	0.001	0.016	-0.331	0.004	0.004	0.0	0.004	0.407	-0.376	0.01	0.01	0.001	0.01	-0.377	0.029	0.029	0.0	0.029	-0.045	0.143	0.143	0.221	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_1	True	Proximal	43665722-43729429	False	False	43729429-43729717	43665658-43665722	43650493-43650712;43656033-43656153;43657216-43657269;43665658-43665722	4	False	False	True	0.784	0.783	0.001	0.938	0.924	0.789	0.914	0.452	0.332	0.016	0.016	0.001	0.016	-0.331	0.004	0.004	0.0	0.004	0.407	-0.376	0.01	0.01	0.001	0.01	-0.377	0.029	0.029	0.0	0.029	-0.045	0.143	0.143	0.221	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_MES_1	True	Distal	43648652-43729429	False	False	43648188-43648652	43729429-43729717	43650493-43650712;43656033-43656153;43657216-43657269;43665658-43665722	4	False	False	True	0.864	0.819	0.045	0.495	0.924	0.21	0.352	0.56	0.304	0.016	0.016	0.0	0.016	-0.259	0.004	0.004	0.0	0.004	0.475	-0.344	0.01	0.01	0.003	0.01	-0.39	0.029	0.029	0.003	0.029	-0.085	0.468	0.563	0.273	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_MES_1	True	Proximal	43648652-43650493	False	False	43729429-43729717	43650493-43650712	43650493-43650712;43656033-43656153;43657216-43657269;43665658-43665722	4	False	False	True	0.864	0.819	0.045	0.495	0.924	0.21	0.352	0.56	0.304	0.016	0.016	0.0	0.016	-0.259	0.004	0.004	0.0	0.004	0.475	-0.344	0.01	0.01	0.003	0.01	-0.39	0.029	0.029	0.003	0.029	-0.085	0.468	0.563	0.273	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_2	True	Distal	43648652-43729429	False	False	43729429-43729717	43648188-43648652	43650493-43650712;43656033-43656153;43657216-43657269;43665658-43665722	4	False	False	True	0.784	0.783	0.001	0.938	0.924	0.789	0.914	0.452	0.332	0.016	0.016	0.001	0.016	-0.331	0.004	0.004	0.0	0.004	0.407	-0.376	0.01	0.01	0.001	0.01	-0.377	0.029	0.029	0.0	0.029	-0.045	0.143	0.143	0.221	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_2	True	Proximal	43665722-43729429	False	False	43729429-43729717	43665658-43665722	43650493-43650712;43656033-43656153;43657216-43657269;43665658-43665722	4	False	False	True	0.784	0.783	0.001	0.938	0.924	0.789	0.914	0.452	0.332	0.016	0.016	0.001	0.016	-0.331	0.004	0.004	0.0	0.004	0.407	-0.376	0.01	0.01	0.001	0.01	-0.377	0.029	0.029	0.0	0.029	-0.045	0.143	0.143	0.221	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_MES_2	True	Distal	43648652-43729429	False	False	43648188-43648652	43729429-43729717	43650493-43650712;43656033-43656153;43657216-43657269;43665658-43665722	4	False	False	True	0.864	0.819	0.045	0.495	0.924	0.21	0.352	0.56	0.304	0.016	0.016	0.0	0.016	-0.259	0.004	0.004	0.0	0.004	0.475	-0.344	0.01	0.01	0.003	0.01	-0.39	0.029	0.029	0.003	0.029	-0.085	0.468	0.563	0.273	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_MES_2	True	Proximal	43648652-43650612	False	False	43729429-43729717	43650493-43650712	43650493-43650712;43656033-43656153;43657216-43657269;43665658-43665722	4	False	False	True	0.864	0.819	0.045	0.495	0.924	0.21	0.352	0.56	0.304	0.016	0.016	0.0	0.016	-0.259	0.004	0.004	0.0	0.004	0.475	-0.344	0.01	0.01	0.003	0.01	-0.39	0.029	0.029	0.003	0.029	-0.085	0.468	0.563	0.273	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_3	True	Distal	43650712-43729429	False	False	43729429-43729717	43650493-43650712	43656033-43656153;43657216-43657269;43665658-43665722	3	False	False	False	0.124	0.138	-0.015	0.495	0.924	0.375	0.352	0.234	-0.11	0.016	0.016	0.005	0.016	0.095	0.026	0.048	0.006	0.009	0.195	0.056	0.095	0.095	0.048	0.067	0.071	0.229	0.229	0.043	0.114	-0.039	0.079	0.143	0.073	0.111
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_3	True	Proximal	43665722-43729429	False	False	43729429-43729717	43665658-43665722	43656033-43656153;43657216-43657269;43665658-43665722	3	False	False	False	0.124	0.138	-0.015	0.495	0.924	0.375	0.352	0.234	-0.11	0.016	0.016	0.005	0.016	0.095	0.026	0.048	0.006	0.009	0.195	0.056	0.095	0.095	0.048	0.067	0.071	0.229	0.229	0.043	0.114	-0.039	0.079	0.143	0.073	0.111
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_MES_3	True	Distal	43650712-43729429	False	False	43650493-43650712	43729429-43729717	43656033-43656153;43657216-43657269;43665658-43665722	3	False	False	False	0.942	0.92	0.022	0.4	0.733	0.406	0.533	0.806	0.136	0.095	0.095	0.04	0.095	-0.114	0.079	0.143	0.058	0.032	0.749	-0.171	0.029	0.029	0.039	0.029	-0.193	0.133	0.133	0.036	0.133	-0.057	0.286	0.563	0.347	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_MES_3	True	Proximal	43650712-43656033	False	False	43729429-43729717	43656033-43656153	43656033-43656153;43657216-43657269;43665658-43665722	3	False	False	False	0.942	0.92	0.022	0.4	0.733	0.406	0.533	0.806	0.136	0.095	0.095	0.04	0.095	-0.114	0.079	0.143	0.058	0.032	0.749	-0.171	0.029	0.029	0.039	0.029	-0.193	0.133	0.133	0.036	0.133	-0.057	0.286	0.563	0.347	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_4	True	Distal	43650712-43729429	False	False	43729429-43729717	43650493-43650712	43656033-43656153;43657216-43657269;43665658-43665722	3	False	False	False	0.124	0.138	-0.015	0.495	0.924	0.375	0.352	0.234	-0.11	0.016	0.016	0.005	0.016	0.095	0.026	0.048	0.006	0.009	0.195	0.056	0.095	0.095	0.048	0.067	0.071	0.229	0.229	0.043	0.114	-0.039	0.079	0.143	0.073	0.111
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_4	True	Proximal	43665722-43729429	False	False	43729429-43729717	43665658-43665722	43656033-43656153;43657216-43657269;43665658-43665722	3	False	False	False	0.124	0.138	-0.015	0.495	0.924	0.375	0.352	0.234	-0.11	0.016	0.016	0.005	0.016	0.095	0.026	0.048	0.006	0.009	0.195	0.056	0.095	0.095	0.048	0.067	0.071	0.229	0.229	0.043	0.114	-0.039	0.079	0.143	0.073	0.111
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_MES_4	True	Distal	43650712-43729429	False	False	43650493-43650712	43729429-43729717	43656033-43656153;43657216-43657269;43665658-43665722	3	False	False	False	0.942	0.92	0.022	0.4	0.733	0.406	0.533	0.806	0.136	0.095	0.095	0.04	0.095	-0.114	0.079	0.143	0.058	0.032	0.749	-0.171	0.029	0.029	0.039	0.029	-0.193	0.133	0.133	0.036	0.133	-0.057	0.286	0.563	0.347	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_MES_4	True	Proximal	43650713-43656032	True	True	43729429-43729717	43656033-43656153	43656033-43656153;43657216-43657269;43665658-43665722	3	False	False	False	0.942	0.92	0.022	0.4	0.733	0.406	0.533	0.806	0.136	0.095	0.095	0.04	0.095	-0.114	0.079	0.143	0.058	0.032	0.749	-0.171	0.029	0.029	0.039	0.029	-0.193	0.133	0.133	0.036	0.133	-0.057	0.286	0.563	0.347	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_5	True	Distal	43656153-43729429	True	False	43729429-43729717	43656033-43656153	43657216-43657269;43665658-43665722	2	False	False	True	0.001	0.002	-0.0	0.752	0.924	0.451	0.762	0.164	-0.163	0.016	0.016	0.0	0.016	0.162	0.004	0.004	0.0	0.004	0.287	0.285	0.01	0.01	0.0	0.01	0.286	0.029	0.029	0.0	0.029	0.123	0.016	0.016	0.001	0.016
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_5	True	Proximal	43665722-43729429	False	False	43729429-43729717	43665658-43665722	43657216-43657269;43665658-43665722	2	False	False	True	0.001	0.002	-0.0	0.752	0.924	0.451	0.762	0.164	-0.163	0.016	0.016	0.0	0.016	0.162	0.004	0.004	0.0	0.004	0.287	0.285	0.01	0.01	0.0	0.01	0.286	0.029	0.029	0.0	0.029	0.123	0.016	0.016	0.001	0.016
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43656033-43656153	gene:ENSG00000106603_1_MES_5	True	Distal	43656153-43729429	True	False	43656033-43656153	43729429-43729717	43657216-43657269;43665658-43665722	2	False	False	False								0.956											0.948											-0.008	0.468	0.563	0.564	0.556
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43656033-43656153	gene:ENSG00000106603_1_MES_5	True	Proximal	43656153-43657216	False	False	43729429-43729717	43657216-43657269	43657216-43657269;43665658-43665722	2	False	False	False								0.956											0.948											-0.008	0.468	0.563	0.564	0.556
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29181646-29181987	gene:ENSG00000116350_1_MES_1	True	Distal	29154910-29181646	True	False	29181646-29181987	29154696-29154910	29159374-29159486;29160375-29160795;29165207-29165357;29165890-29166064;29168503-29173494	5	False	False	False	0.072	0.007	0.065	0.01	0.01	0.126	0.01	0.003	0.069	0.016	0.016	0.109	0.016	-0.004	0.108	0.238	0.156	0.247	0.015	0.008	0.752	0.924	0.4	0.352	-0.058	0.229	0.229	0.152	0.057	0.012	0.079	0.143	0.156	0.032
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29181646-29181987	gene:ENSG00000116350_1_MES_1	True	Proximal	29168638-29181646	False	False	29181646-29181987	29168503-29173494	29159374-29159486;29160375-29160795;29165207-29165357;29165890-29166064;29168503-29173494	5	False	False	False	0.072	0.007	0.065	0.01	0.01	0.126	0.01	0.003	0.069	0.016	0.016	0.109	0.016	-0.004	0.108	0.238	0.156	0.247	0.015	0.008	0.752	0.924	0.4	0.352	-0.058	0.229	0.229	0.152	0.057	0.012	0.079	0.143	0.156	0.032
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29154475-29154910	gene:ENSG00000116350_1_MES_1	True	Distal	29154910-29181646	True	False	29154696-29154910	29181646-29181987	29159374-29159486;29160375-29160795;29165207-29165357;29165890-29166064;29168503-29173494	5	False	False	False	0.02	0.002	0.018	0.01	0.01	0.06	0.01	0.001	0.019	0.016	0.016	0.051	0.016	-0.001	0.108	0.238	0.129	0.247	0.002	0.0	0.752	0.924	0.579	0.61	-0.018	0.029	0.029	0.069	0.029	0.001	0.079	0.143	0.277	0.032
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29154475-29154910	gene:ENSG00000116350_1_MES_1	True	Proximal	29154910-29159374	False	False	29181646-29181987	29159374-29159486	29159374-29159486;29160375-29160795;29165207-29165357;29165890-29166064;29168503-29173494	5	False	False	False	0.02	0.002	0.018	0.01	0.01	0.06	0.01	0.001	0.019	0.016	0.016	0.051	0.016	-0.001	0.108	0.238	0.129	0.247	0.002	0.0	0.752	0.924	0.579	0.61	-0.018	0.029	0.029	0.069	0.029	0.001	0.079	0.143	0.277	0.032
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29181646-29181987	gene:ENSG00000116350_1_MES_2	True	Distal	29160517-29181646	False	False	29181646-29181987	29160375-29160517	29165207-29165357;29165890-29166064;29168503-29173494	3	False	False	True	0.815	0.915	-0.1	0.01	0.01	0.059	0.01	0.931	-0.116	0.016	0.016	0.04	0.016	0.016	0.108	0.238	0.156	0.126	0.7	-0.215	0.01	0.01	0.034	0.01	-0.115	0.657	0.771	0.175	0.2	-0.231	0.016	0.016	0.028	0.016
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29181646-29181987	gene:ENSG00000116350_1_MES_2	True	Proximal	29168638-29181646	False	False	29181646-29181987	29168503-29173494	29165207-29165357;29165890-29166064;29168503-29173494	3	False	False	True	0.815	0.915	-0.1	0.01	0.01	0.059	0.01	0.931	-0.116	0.016	0.016	0.04	0.016	0.016	0.108	0.238	0.156	0.126	0.7	-0.215	0.01	0.01	0.034	0.01	-0.115	0.657	0.771	0.175	0.2	-0.231	0.016	0.016	0.028	0.016
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29160375-29160795	gene:ENSG00000116350_1_MES_2	True	Distal	29160517-29181646	False	False	29160375-29160517	29181646-29181987	29165207-29165357;29165890-29166064;29168503-29173494	3	False	False	False	0.814	0.884	-0.07	0.048	0.095	0.015	0.038	0.839	-0.025	0.746	0.992	0.284	0.413	-0.045	0.357	0.688	0.111	0.177	0.769	-0.115	0.348	0.424	0.192	0.257	-0.045	0.657	0.771	0.509	1.0	-0.07	0.468	0.563	0.343	0.73
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29160375-29160795	gene:ENSG00000116350_1_MES_2	True	Proximal	29160796-29165206	True	True	29181646-29181987	29165207-29165357	29165207-29165357;29165890-29166064;29168503-29173494	3	False	False	False	0.814	0.884	-0.07	0.048	0.095	0.015	0.038	0.839	-0.025	0.746	0.992	0.284	0.413	-0.045	0.357	0.688	0.111	0.177	0.769	-0.115	0.348	0.424	0.192	0.257	-0.045	0.657	0.771	0.509	1.0	-0.07	0.468	0.563	0.343	0.73
