# {
#     "command": "/home/pjewell/majiq/env_3.8/bin/voila modulize output/build/splicegraph.sql output/heterogen/HepG2_SRSF4KD-HepG2_NT.het.voila output/heterogen/HepG2_SRSF4KD-K562_NT.het.voila output/heterogen/K562_NT-HepG2_NT.het.voila output/heterogen/K562_SRSF4KD-HepG2_NT.het.voila output/heterogen/K562_SRSF4KD-HepG2_SRSF4KD.het.voila output/heterogen/K562_SRSF4KD-K562_NT.het.voila -d output/modulized --overwrite",
#     "het_IQR_nonchanging_threshold": 0.1,
#     "het_changing_threshold": 0.2,
#     "het_nonchanging_threshold": 0.05,
#     "het_pvalue_changing_threshold": 0.05,
#     "het_pvalue_nonchanging_threshold": 0.05,
#     "voila_version": "2.2.0"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	module_event_combination	denovo	junction_name	junction_coord	event_non_changing	event_changing	junction_changing	HepG2_SRSF4KD_het_median_psi	HepG2_NT_het_median_psi	HepG2_SRSF4KD-HepG2_NT_het_median_dpsi	HepG2_SRSF4KD-HepG2_NT_het_infoscore	HepG2_SRSF4KD-HepG2_NT_het_tnom	HepG2_SRSF4KD-HepG2_NT_het_ttest	HepG2_SRSF4KD-HepG2_NT_het_wilcoxon	K562_NT_het_median_psi	HepG2_SRSF4KD-K562_NT_het_median_dpsi	HepG2_SRSF4KD-K562_NT_het_infoscore	HepG2_SRSF4KD-K562_NT_het_tnom	HepG2_SRSF4KD-K562_NT_het_ttest	HepG2_SRSF4KD-K562_NT_het_wilcoxon	K562_NT-HepG2_NT_het_median_dpsi	K562_NT-HepG2_NT_het_infoscore	K562_NT-HepG2_NT_het_tnom	K562_NT-HepG2_NT_het_ttest	K562_NT-HepG2_NT_het_wilcoxon	K562_SRSF4KD_het_median_psi	K562_SRSF4KD-HepG2_NT_het_median_dpsi	K562_SRSF4KD-HepG2_NT_het_infoscore	K562_SRSF4KD-HepG2_NT_het_tnom	K562_SRSF4KD-HepG2_NT_het_ttest	K562_SRSF4KD-HepG2_NT_het_wilcoxon	K562_SRSF4KD-HepG2_SRSF4KD_het_median_dpsi	K562_SRSF4KD-HepG2_SRSF4KD_het_infoscore	K562_SRSF4KD-HepG2_SRSF4KD_het_tnom	K562_SRSF4KD-HepG2_SRSF4KD_het_ttest	K562_SRSF4KD-HepG2_SRSF4KD_het_wilcoxon	K562_SRSF4KD-K562_NT_het_median_dpsi	K562_SRSF4KD-K562_NT_het_infoscore	K562_SRSF4KD-K562_NT_het_tnom	K562_SRSF4KD-K562_NT_het_ttest	K562_SRSF4KD-K562_NT_het_wilcoxon
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_MES_3	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_C1	43650712-43729429	False	False	False	0.942	0.92	0.022	0.4	0.733	0.406	0.533	0.806	0.136	0.095	0.095	0.04	0.095	-0.114	0.079	0.143	0.058	0.032	0.749	-0.171	0.029	0.029	0.039	0.029	-0.193	0.133	0.133	0.036	0.133	-0.057	0.286	0.563	0.347	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_MES_3	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	A_C2	43650712-43656033	False	False	False	0.942	0.92	0.022	0.4	0.733	0.406	0.533	0.806	0.136	0.095	0.095	0.04	0.095	-0.114	0.079	0.143	0.058	0.032	0.749	-0.171	0.029	0.029	0.039	0.029	-0.193	0.133	0.133	0.036	0.133	-0.057	0.286	0.563	0.347	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_4	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_C2	43650712-43729429	False	False	False	0.124	0.138	-0.015	0.495	0.924	0.375	0.352	0.234	-0.11	0.016	0.016	0.005	0.016	0.095	0.026	0.048	0.006	0.009	0.195	0.056	0.095	0.095	0.048	0.067	0.071	0.229	0.229	0.043	0.114	-0.039	0.079	0.143	0.073	0.111
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_4	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_A	43665722-43729429	False	False	False	0.124	0.138	-0.015	0.495	0.924	0.375	0.352	0.234	-0.11	0.016	0.016	0.005	0.016	0.095	0.026	0.048	0.006	0.009	0.195	0.056	0.095	0.095	0.048	0.067	0.071	0.229	0.229	0.043	0.114	-0.039	0.079	0.143	0.073	0.111
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_MES_4	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_C1	43650712-43729429	False	False	False	0.942	0.92	0.022	0.4	0.733	0.406	0.533	0.806	0.136	0.095	0.095	0.04	0.095	-0.114	0.079	0.143	0.058	0.032	0.749	-0.171	0.029	0.029	0.039	0.029	-0.193	0.133	0.133	0.036	0.133	-0.057	0.286	0.563	0.347	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_MES_4	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	True	A_C2	43650713-43656032	False	False	False	0.942	0.92	0.022	0.4	0.733	0.406	0.533	0.806	0.136	0.095	0.095	0.04	0.095	-0.114	0.079	0.143	0.058	0.032	0.749	-0.171	0.029	0.029	0.039	0.029	-0.193	0.133	0.133	0.036	0.133	-0.057	0.286	0.563	0.347	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_5	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	True	C1_C2	43656153-43729429	False	False	True	0.001	0.002	-0.0	0.752	0.924	0.451	0.762	0.164	-0.163	0.016	0.016	0.0	0.016	0.162	0.004	0.004	0.0	0.004	0.287	0.285	0.01	0.01	0.0	0.01	0.286	0.029	0.029	0.0	0.029	0.123	0.016	0.016	0.001	0.016
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_5	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_A	43665722-43729429	False	False	True	0.001	0.002	-0.0	0.752	0.924	0.451	0.762	0.164	-0.163	0.016	0.016	0.0	0.016	0.162	0.004	0.004	0.0	0.004	0.287	0.285	0.01	0.01	0.0	0.01	0.286	0.029	0.029	0.0	0.029	0.123	0.016	0.016	0.001	0.016
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43656033-43656153	gene:ENSG00000106603_1_MES_5	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	True	C2_C1	43656153-43729429	False	False	False								0.956											0.948											-0.008	0.468	0.563	0.564	0.556
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43656033-43656153	gene:ENSG00000106603_1_MES_5	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	A_C2	43656153-43657216	False	False	False								0.956											0.948											-0.008	0.468	0.563	0.564	0.556
gene:ENSG00000188554_1	gene:ENSG00000188554	NBR1	17	+	gene:ENSG00000188554:s:43170481-43170943	gene:ENSG00000188554_1_CE_1	True	cassette^1|alt5^1	False	C1_C2	43170943-43175791	False	False	False		0.79						0.761						-0.028	0.929	0.857	0.913	1.0	0.802	0.012	0.6	0.9	0.801	0.8						0.041	0.81	1.0	0.53	0.857
gene:ENSG00000188554_1	gene:ENSG00000188554	NBR1	17	+	gene:ENSG00000188554:s:43170481-43170943	gene:ENSG00000188554_1_CE_1	True	cassette^1|alt5^1	True	C1_A	43170943-43171074	False	False	False		0.19						0.206						0.016	0.929	0.857	0.935	1.0	0.085	-0.105	0.6	0.9	0.223	0.4						-0.121	0.286	0.619	0.047	0.381
gene:ENSG00000188554_1	gene:ENSG00000188554	NBR1	17	+	gene:ENSG00000188554:t:43175791-43176676	gene:ENSG00000188554_1_CE_1	True	cassette^1|alt5^1	False	C2_C1	43170943-43175791	False	False	True	0.071	0.1	-0.029	0.495	0.924	0.232	0.61	0.271	-0.2	0.016	0.016	0.0	0.016	0.171	0.004	0.004	0.0	0.004	0.147	0.047	0.348	0.424	0.283	0.352	0.076	0.229	0.229	0.108	0.114	-0.124	0.016	0.016	0.019	0.016
gene:ENSG00000188554_1	gene:ENSG00000188554	NBR1	17	+	gene:ENSG00000188554:t:43175791-43176676	gene:ENSG00000188554_1_CE_1	True	cassette^1|alt5^1	False	C2_A	43171302-43175791	False	False	True	0.919	0.886	0.033	0.495	0.924	0.305	0.476	0.709	0.21	0.016	0.016	0.0	0.016	-0.176	0.004	0.004	0.0	0.004	0.834	-0.052	0.348	0.424	0.249	0.352	-0.085	0.229	0.229	0.099	0.114	0.125	0.016	0.016	0.021	0.016
gene:ENSG00000188554_1	gene:ENSG00000188554	NBR1	17	+	gene:ENSG00000188554:t:43175791-43176676	gene:ENSG00000188554_1_A5_1	True	cassette^1|alt5^1	False	Proximal	43170943-43175791	False	False	True	0.071	0.1	-0.029	0.495	0.924	0.232	0.61	0.271	-0.2	0.016	0.016	0.0	0.016	0.171	0.004	0.004	0.0	0.004	0.147	0.047	0.348	0.424	0.283	0.352	0.076	0.229	0.229	0.108	0.114	-0.124	0.016	0.016	0.019	0.016
gene:ENSG00000188554_1	gene:ENSG00000188554	NBR1	17	+	gene:ENSG00000188554:t:43175791-43176676	gene:ENSG00000188554_1_A5_1	True	cassette^1|alt5^1	False	Distal	43170611-43175791	False	False	False	0.003	0.004	-0.001	0.981	0.924	0.953	0.762	0.006	-0.003	0.143	0.143	0.403	0.19	0.002	0.108	0.238	0.37	0.126	0.01	0.007	0.048	0.095	0.224	0.067	0.008	0.229	0.229	0.239	0.2	0.005	0.286	0.563	0.57	0.413
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29159374-29159551	gene:ENSG00000116350_1_A5_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	Proximal	29159486-29160375	False	False	False	0.793	0.971	-0.178	0.01	0.01	0.001	0.01	0.993	-0.2	0.016	0.016	0.002	0.016	0.021	0.048	0.048	0.023	0.017	0.989	0.018	0.348	0.424	0.158	0.171	0.196	0.029	0.029	0.001	0.029	-0.004	0.746	0.992	0.371	0.413
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29159374-29159551	gene:ENSG00000116350_1_A5_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	Distal	29159486-29160441	False	False	False	0.191	0.005	0.186	0.01	0.01	0.002	0.01	0.002	0.189	0.016	0.016	0.002	0.016	-0.003	0.004	0.004	0.0	0.004	0.005	-0.0	0.348	0.424	0.705	0.914	-0.186	0.029	0.029	0.002	0.029	0.003	0.079	0.143	0.073	0.032
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29165890-29166064	gene:ENSG00000116350_1_pA3_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	Distal	29160517-29165890	False	False	False	0.522							0.282	0.24	0.133	0.133	0.04	0.133																					
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29165890-29166064	gene:ENSG00000116350_1_pA3_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	Proximal	29165357-29165890	False	False	False	0.109							0.158	-0.049	0.733	0.733	0.581	0.533																					
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29160375-29160795	gene:ENSG00000116350_1_pA3_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	Intron	29160796-29165206	False	False	False	0.099	0.054	0.045	0.01	0.01	0.008	0.01	0.101	-0.003	0.746	0.992	0.86	0.905	0.048	0.026	0.048	0.011	0.009	0.083	0.029	0.048	0.095	0.026	0.019	-0.016	0.771	0.771	0.461	0.486	-0.019	0.746	0.992	0.59	0.556
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29160375-29160795	gene:ENSG00000116350_1_pA3_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	Distal	29160517-29165890	False	False	False	0.085	0.051	0.034	0.348	0.424	0.292	0.257	0.041	0.045	0.286	0.563	0.179	0.19	-0.01	0.955	0.998	0.584	0.931	0.106	0.056	0.348	0.424	0.288	0.476	0.021	0.657	0.771	0.484	0.686	0.066	0.468	0.563	0.246	0.413
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29160375-29160795	gene:ENSG00000116350_1_AI_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	C2_C1_intron	29160796-29165206	False	False	False	0.099	0.054	0.045	0.01	0.01	0.008	0.01	0.101	-0.003	0.746	0.992	0.86	0.905	0.048	0.026	0.048	0.011	0.009	0.083	0.029	0.048	0.095	0.026	0.019	-0.016	0.771	0.771	0.461	0.486	-0.019	0.746	0.992	0.59	0.556
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29160375-29160795	gene:ENSG00000116350_1_AI_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	C2_C1_spliced	29160517-29165890	False	False	False	0.085	0.051	0.034	0.348	0.424	0.292	0.257	0.041	0.045	0.286	0.563	0.179	0.19	-0.01	0.955	0.998	0.584	0.931	0.106	0.056	0.348	0.424	0.288	0.476	0.021	0.657	0.771	0.484	0.686	0.066	0.468	0.563	0.246	0.413
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29160375-29160795	gene:ENSG00000116350_1_AI_2	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	C2_C1_intron	29160796-29165206	False	False	False	0.099	0.054	0.045	0.01	0.01	0.008	0.01	0.101	-0.003	0.746	0.992	0.86	0.905	0.048	0.026	0.048	0.011	0.009	0.083	0.029	0.048	0.095	0.026	0.019	-0.016	0.771	0.771	0.461	0.486	-0.019	0.746	0.992	0.59	0.556
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29160375-29160795	gene:ENSG00000116350_1_AI_2	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	C2_C1_spliced	29160517-29181646	False	False	False	0.814	0.884	-0.07	0.048	0.095	0.015	0.038	0.839	-0.025	0.746	0.992	0.284	0.413	-0.045	0.357	0.688	0.111	0.177	0.769	-0.115	0.348	0.424	0.192	0.257	-0.045	0.657	0.771	0.509	1.0	-0.07	0.468	0.563	0.343	0.73
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29165890-29166064	gene:ENSG00000116350_1_AI_3	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	C1_C2_intron	29165358-29165889	False	False	False	0.362							0.644	-0.282	0.4	0.733	0.088	0.267																					
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29165890-29166064	gene:ENSG00000116350_1_AI_3	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	C1_C2_spliced	29165357-29165890	False	False	False	0.109							0.158	-0.049	0.733	0.733	0.581	0.533																					
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29165890-29166064	gene:ENSG00000116350_1_AI_4	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	C1_C2_intron	29165358-29165889	False	False	False	0.362							0.644	-0.282	0.4	0.733	0.088	0.267																					
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29165890-29166064	gene:ENSG00000116350_1_AI_4	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	C1_C2_spliced	29160517-29165890	False	False	False	0.522							0.282	0.24	0.133	0.133	0.04	0.133																					
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29181646-29181987	gene:ENSG00000116350_1_ale_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	Proximal	29168638-29181646	False	False	False	0.095	0.069	0.026	0.348	0.424	0.46	0.476	0.068	0.027	0.143	0.143	0.212	0.19	-0.001	0.714	0.998	0.411	0.662	0.267	0.198	0.01	0.01	0.04	0.01	0.172	0.029	0.029	0.046	0.029	0.199	0.016	0.016	0.036	0.016
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29181646-29181987	gene:ENSG00000116350_1_ale_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	Distal	29154910-29181646	False	False	False	0.072	0.007	0.065	0.01	0.01	0.126	0.01	0.003	0.069	0.016	0.016	0.109	0.016	-0.004	0.108	0.238	0.156	0.247	0.015	0.008	0.752	0.924	0.4	0.352	-0.058	0.229	0.229	0.152	0.057	0.012	0.079	0.143	0.156	0.032
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29181646-29181987	gene:ENSG00000116350_1_MES_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	C1_C2	29154910-29181646	False	False	False	0.072	0.007	0.065	0.01	0.01	0.126	0.01	0.003	0.069	0.016	0.016	0.109	0.016	-0.004	0.108	0.238	0.156	0.247	0.015	0.008	0.752	0.924	0.4	0.352	-0.058	0.229	0.229	0.152	0.057	0.012	0.079	0.143	0.156	0.032
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29181646-29181987	gene:ENSG00000116350_1_MES_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	C1_A	29168638-29181646	False	False	False	0.072	0.007	0.065	0.01	0.01	0.126	0.01	0.003	0.069	0.016	0.016	0.109	0.016	-0.004	0.108	0.238	0.156	0.247	0.015	0.008	0.752	0.924	0.4	0.352	-0.058	0.229	0.229	0.152	0.057	0.012	0.079	0.143	0.156	0.032
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29154475-29154910	gene:ENSG00000116350_1_MES_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	C2_C1	29154910-29181646	False	False	False	0.02	0.002	0.018	0.01	0.01	0.06	0.01	0.001	0.019	0.016	0.016	0.051	0.016	-0.001	0.108	0.238	0.129	0.247	0.002	0.0	0.752	0.924	0.579	0.61	-0.018	0.029	0.029	0.069	0.029	0.001	0.079	0.143	0.277	0.032
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29154475-29154910	gene:ENSG00000116350_1_MES_1	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	A_C2	29154910-29159374	False	False	False	0.02	0.002	0.018	0.01	0.01	0.06	0.01	0.001	0.019	0.016	0.016	0.051	0.016	-0.001	0.108	0.238	0.129	0.247	0.002	0.0	0.752	0.924	0.579	0.61	-0.018	0.029	0.029	0.069	0.029	0.001	0.079	0.143	0.277	0.032
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29181646-29181987	gene:ENSG00000116350_1_MES_2	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	C1_C2	29160517-29181646	False	False	True	0.815	0.915	-0.1	0.01	0.01	0.059	0.01	0.931	-0.116	0.016	0.016	0.04	0.016	0.016	0.108	0.238	0.156	0.126	0.7	-0.215	0.01	0.01	0.034	0.01	-0.115	0.657	0.771	0.175	0.2	-0.231	0.016	0.016	0.028	0.016
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:s:29181646-29181987	gene:ENSG00000116350_1_MES_2	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	C1_A	29168638-29181646	False	False	True	0.815	0.915	-0.1	0.01	0.01	0.059	0.01	0.931	-0.116	0.016	0.016	0.04	0.016	0.016	0.108	0.238	0.156	0.126	0.7	-0.215	0.01	0.01	0.034	0.01	-0.115	0.657	0.771	0.175	0.2	-0.231	0.016	0.016	0.028	0.016
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29160375-29160795	gene:ENSG00000116350_1_MES_2	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	C2_C1	29160517-29181646	False	False	False	0.814	0.884	-0.07	0.048	0.095	0.015	0.038	0.839	-0.025	0.746	0.992	0.284	0.413	-0.045	0.357	0.688	0.111	0.177	0.769	-0.115	0.348	0.424	0.192	0.257	-0.045	0.657	0.771	0.509	1.0	-0.07	0.468	0.563	0.343	0.73
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29160375-29160795	gene:ENSG00000116350_1_MES_2	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	True	A_C2	29160796-29165206	False	False	False	0.814	0.884	-0.07	0.048	0.095	0.015	0.038	0.839	-0.025	0.746	0.992	0.284	0.413	-0.045	0.357	0.688	0.111	0.177	0.769	-0.115	0.348	0.424	0.192	0.257	-0.045	0.657	0.771	0.509	1.0	-0.07	0.468	0.563	0.343	0.73
gene:ENSG00000116350_1	gene:ENSG00000116350	SRSF4	1	-	gene:ENSG00000116350:t:29154475-29154910	gene:ENSG00000116350_1_other	True	alt5^1|putative_alt3^1|ir^4|ale^1|multi_exon_spanning^2|other^1	False	J2	29154910-29159374	False	False	False	0.978	0.996	-0.017	0.01	0.01	0.066	0.01	0.993	-0.015	0.016	0.016	0.08	0.016	-0.003	0.714	0.688	0.36	0.429	0.994	-0.002	0.495	0.924	0.354	0.352	0.016	0.029	0.029	0.087	0.029	0.001	0.937	0.992	0.692	0.905
gene:ENSG00000152601_2	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:s:152445282-152445539	gene:ENSG00000152601_2_CE_1	False	cassette^1	False	C1_C2	152445539-152447620	False	True	True	0.133	0.099	0.034	0.752	0.924	0.72	0.914	0.499	-0.366	0.016	0.016	0.0	0.016	0.4	0.004	0.004	0.0	0.004	0.501	0.402	0.01	0.01	0.0	0.01	0.368	0.029	0.029	0.0	0.029	0.002	0.746	0.992	0.952	1.0
gene:ENSG00000152601_2	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:s:152445282-152445539	gene:ENSG00000152601_2_CE_1	False	cassette^1	False	C1_A	152445539-152446704	False	True	True	0.86	0.888	-0.027	0.752	0.924	0.438	1.0	0.457	0.403	0.016	0.016	0.0	0.016	-0.431	0.004	0.004	0.0	0.004	0.464	-0.424	0.01	0.01	0.0	0.01	-0.396	0.029	0.029	0.0	0.029	0.007	0.746	0.992	0.813	0.905
gene:ENSG00000152601_2	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:t:152447620-152447773	gene:ENSG00000152601_2_CE_1	False	cassette^1	False	C2_C1	152445539-152447620	False	True	True	0.088	0.071	0.017	0.957	0.924	0.917	0.762	0.397	-0.309	0.016	0.016	0.0	0.016	0.326	0.004	0.004	0.0	0.004	0.382	0.311	0.01	0.01	0.0	0.01	0.294	0.029	0.029	0.0	0.029	-0.015	1.0	0.992	0.471	0.905
gene:ENSG00000152601_2	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:t:152447620-152447773	gene:ENSG00000152601_2_CE_1	False	cassette^1	False	C2_A	152446757-152447620	False	True	True	0.908	0.908	0.0	0.752	0.924	0.595	0.762	0.598	0.31	0.016	0.016	0.0	0.016	-0.31	0.004	0.004	0.001	0.004	0.596	-0.312	0.01	0.01	0.0	0.01	-0.312	0.029	0.029	0.0	0.029	-0.002	0.746	0.992	0.482	0.905
gene:ENSG00000152601_3	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:s:152447620-152447773	gene:ENSG00000152601_3_CE_1	True	cassette^1|ir^2|other^1	False	C1_C2	152447773-152456267	False	True	True	0.478	0.591	-0.113	0.079	0.143	0.055	0.111	0.154	0.324	0.016	0.016	0.0	0.016	-0.437	0.008	0.008	0.0	0.008	0.137	-0.454	0.016	0.016	0.0	0.016	-0.341	0.029	0.029	0.0	0.029	-0.017	0.468	0.563	0.398	0.556
gene:ENSG00000152601_3	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:s:152447620-152447773	gene:ENSG00000152601_3_CE_1	True	cassette^1|ir^2|other^1	False	C1_A	152447773-152455542	False	True	True	0.483	0.403	0.08	0.079	0.143	0.092	0.111	0.841	-0.358	0.016	0.016	0.0	0.016	0.438	0.008	0.008	0.0	0.008	0.86	0.457	0.016	0.016	0.0	0.016	0.377	0.029	0.029	0.0	0.029	0.019	0.468	0.563	0.334	0.413
gene:ENSG00000152601_3	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:t:152456267-152456361	gene:ENSG00000152601_3_CE_1	True	cassette^1|ir^2|other^1	False	C2_C1	152447773-152456267	False	True	True	0.369	0.504	-0.135	0.079	0.143	0.016	0.063	0.124	0.244	0.016	0.016	0.001	0.016	-0.38	0.008	0.008	0.0	0.008	0.117	-0.387	0.016	0.016	0.0	0.016	-0.251	0.029	0.029	0.0	0.029	-0.007	0.746	0.992	0.503	0.73
gene:ENSG00000152601_3	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:t:152456267-152456361	gene:ENSG00000152601_3_CE_1	True	cassette^1|ir^2|other^1	False	C2_A	152455577-152456267	False	True	True	0.574	0.444	0.13	0.016	0.016	0.001	0.016	0.788	-0.214	0.016	0.016	0.0	0.016	0.345	0.008	0.008	0.0	0.008	0.828	0.384	0.016	0.016	0.0	0.016	0.254	0.029	0.029	0.0	0.029	0.04	0.286	0.563	0.114	0.19
gene:ENSG00000152601_3	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:t:152456267-152456361	gene:ENSG00000152601_3_AI_1	True	cassette^1|ir^2|other^1	True	C2_C1_intron	152455578-152456266	False	False	False	0.047	0.041	0.006	0.937	0.992	0.94	0.905	0.075	-0.028	0.143	0.143	0.064	0.111	0.034	0.079	0.079	0.026	0.032	0.054	0.014	1.0	0.992	0.555	0.73	0.008	1.0	1.0	0.683	0.886	-0.021	0.016	0.016	0.024	0.016
